C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/498;dataset/DogsIT/498;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/499;dataset/DogsIT/499;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/500;dataset/DogsIT/500;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/501;dataset/DogsIT/501;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/502;dataset/DogsIT/502;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/503;dataset/DogsIT/503;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/504;dataset/DogsIT/504;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/505;dataset/DogsIT/505;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/506;dataset/DogsIT/506;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/507;dataset/DogsIT/507;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/508;dataset/DogsIT/508;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/509;dataset/DogsIT/509;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/510;dataset/DogsIT/510;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/511;dataset/DogsIT/511;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/512;dataset/DogsIT/512;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/513;dataset/DogsIT/513;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/514;dataset/DogsIT/514;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/515;dataset/DogsIT/515;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/516;dataset/DogsIT/516;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/517;dataset/DogsIT/517;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/518;dataset/DogsIT/518;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/519;dataset/DogsIT/519;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/520;dataset/DogsIT/520;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/521;dataset/DogsIT/521;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/522;dataset/DogsIT/522;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/523;dataset/DogsIT/523;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/524;dataset/DogsIT/524;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/525;dataset/DogsIT/525;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/526;dataset/DogsIT/526;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/527;dataset/DogsIT/527;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/528;dataset/DogsIT/528;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/529;dataset/DogsIT/529;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/530;dataset/DogsIT/530;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/531;dataset/DogsIT/531;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/532;dataset/DogsIT/532;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/533;dataset/DogsIT/533;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/534;dataset/DogsIT/534;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/535;dataset/DogsIT/535;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/536;dataset/DogsIT/536;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/537;dataset/DogsIT/537;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/538;dataset/DogsIT/538;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/539;dataset/DogsIT/539;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/540;dataset/DogsIT/540;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/541;dataset/DogsIT/541;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/542;dataset/DogsIT/542;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/543;dataset/DogsIT/543;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/544;dataset/DogsIT/544;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/545;dataset/DogsIT/545;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/546;dataset/DogsIT/546;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/547;dataset/DogsIT/547;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/548;dataset/DogsIT/548;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/549;dataset/DogsIT/549;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/550;dataset/DogsIT/550;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/551;dataset/DogsIT/551;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/552;dataset/DogsIT/552;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/553;dataset/DogsIT/553;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/554;dataset/DogsIT/554;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/555;dataset/DogsIT/555;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/556;dataset/DogsIT/556;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/557;dataset/DogsIT/557;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/558;dataset/DogsIT/558;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/559;dataset/DogsIT/559;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/560;dataset/DogsIT/560;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/561;dataset/DogsIT/561;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/562;dataset/DogsIT/562;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/563;dataset/DogsIT/563;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/564;dataset/DogsIT/564;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/565;dataset/DogsIT/565;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/566;dataset/DogsIT/566;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/567;dataset/DogsIT/567;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/568;dataset/DogsIT/568;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/569;dataset/DogsIT/569;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/570;dataset/DogsIT/570;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/571;dataset/DogsIT/571;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/572;dataset/DogsIT/572;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/573;dataset/DogsIT/573;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/574;dataset/DogsIT/574;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/575;dataset/DogsIT/575;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/576;dataset/DogsIT/576;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/577;dataset/DogsIT/577;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/578;dataset/DogsIT/578;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/579;dataset/DogsIT/579;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/580;dataset/DogsIT/580;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/581;dataset/DogsIT/581;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/582;dataset/DogsIT/582;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/583;dataset/DogsIT/583;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/584;dataset/DogsIT/584;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/585;dataset/DogsIT/585;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/586;dataset/DogsIT/586;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/587;dataset/DogsIT/587;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/588;dataset/DogsIT/588;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/589;dataset/DogsIT/589;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/590;dataset/DogsIT/590;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/591;dataset/DogsIT/591;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/592;dataset/DogsIT/592;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/593;dataset/DogsIT/593;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/594;dataset/DogsIT/594;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/595;dataset/DogsIT/595;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/596;dataset/DogsIT/596;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/597;dataset/DogsIT/597;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/598;dataset/DogsIT/598;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/599;dataset/DogsIT/599;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/600;dataset/DogsIT/600;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/601;dataset/DogsIT/601;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/602;dataset/DogsIT/602;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/603;dataset/DogsIT/603;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/604;dataset/DogsIT/604;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/605;dataset/DogsIT/605;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/606;dataset/DogsIT/606;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/607;dataset/DogsIT/607;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/608;dataset/DogsIT/608;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/609;dataset/DogsIT/609;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/610;dataset/DogsIT/610;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/611;dataset/DogsIT/611;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/612;dataset/DogsIT/612;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/613;dataset/DogsIT/613;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/614;dataset/DogsIT/614;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/615;dataset/DogsIT/615;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/616;dataset/DogsIT/616;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/617;dataset/DogsIT/617;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/618;dataset/DogsIT/618;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/619;dataset/DogsIT/619;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/620;dataset/DogsIT/620;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/621;dataset/DogsIT/621;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/622;dataset/DogsIT/622;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/623;dataset/DogsIT/623;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/624;dataset/DogsIT/624;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/625;dataset/DogsIT/625;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/626;dataset/DogsIT/626;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/627;dataset/DogsIT/627;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/628;dataset/DogsIT/628;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/629;dataset/DogsIT/629;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/630;dataset/DogsIT/630;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/631;dataset/DogsIT/631;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/632;dataset/DogsIT/632;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/633;dataset/DogsIT/633;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/634;dataset/DogsIT/634;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/635;dataset/DogsIT/635;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/636;dataset/DogsIT/636;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/637;dataset/DogsIT/637;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/638;dataset/DogsIT/638;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/639;dataset/DogsIT/639;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/640;dataset/DogsIT/640;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/641;dataset/DogsIT/641;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/642;dataset/DogsIT/642;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/643;dataset/DogsIT/643;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/644;dataset/DogsIT/644;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/645;dataset/DogsIT/645;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/646;dataset/DogsIT/646;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/647;dataset/DogsIT/647;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/648;dataset/DogsIT/648;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/649;dataset/DogsIT/649;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/650;dataset/DogsIT/650;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/651;dataset/DogsIT/651;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/652;dataset/DogsIT/652;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/653;dataset/DogsIT/653;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/654;dataset/DogsIT/654;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/655;dataset/DogsIT/655;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/656;dataset/DogsIT/656;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/657;dataset/DogsIT/657;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/658;dataset/DogsIT/658;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/659;dataset/DogsIT/659;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/660;dataset/DogsIT/660;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/661;dataset/DogsIT/661;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/662;dataset/DogsIT/662;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/663;dataset/DogsIT/663;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/664;dataset/DogsIT/664;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/665;dataset/DogsIT/665;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/666;dataset/DogsIT/666;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/667;dataset/DogsIT/667;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/668;dataset/DogsIT/668;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/669;dataset/DogsIT/669;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/670;dataset/DogsIT/670;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/671;dataset/DogsIT/671;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/672;dataset/DogsIT/672;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/673;dataset/DogsIT/673;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/674;dataset/DogsIT/674;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/675;dataset/DogsIT/675;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/676;dataset/DogsIT/676;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/677;dataset/DogsIT/677;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/678;dataset/DogsIT/678;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/679;dataset/DogsIT/679;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/680;dataset/DogsIT/680;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/681;dataset/DogsIT/681;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/682;dataset/DogsIT/682;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/683;dataset/DogsIT/683;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/684;dataset/DogsIT/684;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/685;dataset/DogsIT/685;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/686;dataset/DogsIT/686;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/687;dataset/DogsIT/687;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/688;dataset/DogsIT/688;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/689;dataset/DogsIT/689;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/690;dataset/DogsIT/690;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/691;dataset/DogsIT/691;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/692;dataset/DogsIT/692;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/693;dataset/DogsIT/693;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/694;dataset/DogsIT/694;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/695;dataset/DogsIT/695;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/696;dataset/DogsIT/696;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/697;dataset/DogsIT/697;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/698;dataset/DogsIT/698;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/699;dataset/DogsIT/699;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/700;dataset/DogsIT/700;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/701;dataset/DogsIT/701;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/702;dataset/DogsIT/702;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/703;dataset/DogsIT/703;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/704;dataset/DogsIT/704;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/705;dataset/DogsIT/705;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/706;dataset/DogsIT/706;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/707;dataset/DogsIT/707;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/708;dataset/DogsIT/708;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/709;dataset/DogsIT/709;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/710;dataset/DogsIT/710;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/711;dataset/DogsIT/711;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/712;dataset/DogsIT/712;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/713;dataset/DogsIT/713;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/714;dataset/DogsIT/714;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/715;dataset/DogsIT/715;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/716;dataset/DogsIT/716;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/717;dataset/DogsIT/717;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/718;dataset/DogsIT/718;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/719;dataset/DogsIT/719;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/720;dataset/DogsIT/720;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/721;dataset/DogsIT/721;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/722;dataset/DogsIT/722;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/723;dataset/DogsIT/723;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/724;dataset/DogsIT/724;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/725;dataset/DogsIT/725;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/726;dataset/DogsIT/726;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/727;dataset/DogsIT/727;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/728;dataset/DogsIT/728;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/729;dataset/DogsIT/729;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/730;dataset/DogsIT/730;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/731;dataset/DogsIT/731;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/732;dataset/DogsIT/732;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/733;dataset/DogsIT/733;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/734;dataset/DogsIT/734;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/735;dataset/DogsIT/735;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/736;dataset/DogsIT/736;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/737;dataset/DogsIT/737;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/738;dataset/DogsIT/738;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/739;dataset/DogsIT/739;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/740;dataset/DogsIT/740;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/741;dataset/DogsIT/741;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/742;dataset/DogsIT/742;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/743;dataset/DogsIT/743;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/744;dataset/DogsIT/744;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/745;dataset/DogsIT/745;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/746;dataset/DogsIT/746;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/747;dataset/DogsIT/747;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/748;dataset/DogsIT/748;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/749;dataset/DogsIT/749;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/750;dataset/DogsIT/750;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/751;dataset/DogsIT/751;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/752;dataset/DogsIT/752;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/753;dataset/DogsIT/753;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/754;dataset/DogsIT/754;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/755;dataset/DogsIT/755;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/756;dataset/DogsIT/756;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/757;dataset/DogsIT/757;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/758;dataset/DogsIT/758;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/759;dataset/DogsIT/759;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/760;dataset/DogsIT/760;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/761;dataset/DogsIT/761;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/762;dataset/DogsIT/762;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/763;dataset/DogsIT/763;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/764;dataset/DogsIT/764;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/765;dataset/DogsIT/765;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/766;dataset/DogsIT/766;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/767;dataset/DogsIT/767;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/768;dataset/DogsIT/768;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/769;dataset/DogsIT/769;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/770;dataset/DogsIT/770;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/771;dataset/DogsIT/771;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/772;dataset/DogsIT/772;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/773;dataset/DogsIT/773;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/774;dataset/DogsIT/774;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/775;dataset/DogsIT/775;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/776;dataset/DogsIT/776;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/777;dataset/DogsIT/777;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/778;dataset/DogsIT/778;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/779;dataset/DogsIT/779;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/780;dataset/DogsIT/780;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/781;dataset/DogsIT/781;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/782;dataset/DogsIT/782;dog
